,id,name,ancestry,store_section_id,section,clean_name
0,1043,Radis noir,2/85/92,1,Fruits & Légumes,radis noir
1,46,Eau de coco,1/3/7,8,Boissons,eau coco
2,51,Spiritueux,1/4,8,Boissons,spiritueux
3,45,Jus d'agrumes,1/3/7,8,Boissons,jus agrumes
4,36,Jus d'orange,1/3/7,8,Boissons,jus orange
5,48,Vin,1/4,8,Boissons,vin
6,50,Cidre,1/4,8,Boissons,cidre
7,9,Soda,1/3,8,Boissons,soda
8,27,Soda aux fruits,1/3/9,8,Boissons,soda aux fruit
9,87,Légumes à bulbe,2/85,1,Fruits & Légumes,legume bulbe
10,89,Légumes feuilles,2/85,1,Fruits & Légumes,legume feuille
11,88,Légumes fleurs,2/85,1,Fruits & Légumes,legume fleur
12,90,Légumes fruits,2/85,1,Fruits & Légumes,legume fruit
13,92,Légumes racines,2/85,1,Fruits & Légumes,legume racine
14,91,Légumes tiges,2/85,1,Fruits & Légumes,legume tige
15,21,Boisson au riz,1/3/8,8,Boissons,boisson riz
16,153,Pomme de terre,2/85/92,1,Fruits & Légumes,pomme terre
17,43,Jus de fruits exotiques,1/3/7,8,Boissons,jus fruit exotiques
18,39,Jus de légumes,1/3/7,8,Boissons,jus legume
19,10,Boissons aux fruits,1/3,8,Boissons,boisson aux fruit
20,38,Jus de pomme,1/3/7,8,Boissons,jus pomme
21,11,Eau plate,1/3/5,8,Boissons,eau plate
22,12,Eau gazeuse,1/3/5,8,Boissons,eau gazeuse
23,13,Eau aromatisée,1/3/5,8,Boissons,eau aromatisee
24,100,Céleri,2/85/91,1,Fruits & Légumes,celeri
25,443,Pommes noisettes,2/85/433,4,Surgelés,pomme noisette
26,75,Whisky,1/4/51,8,Boissons,whisky
27,40,Jus de raisin,1/3/7,8,Boissons,jus raisin
28,17,Lait d'amande,1/3/8,8,Boissons,lait amande
29,42,Jus de superfruits,1/3/7,8,Boissons,jus superfruits
30,71,Cidre framboise,1/4/50,8,Boissons,cidre framboise
31,19,Boisson au soja,1/3/8,8,Boissons,boisson soja
32,22,Boisson coco,1/3/8,8,Boissons,boisson coco
33,23,Boisson à l'épeautre,1/3/8,8,Boissons,boisson epeautre
34,24,Cola,1/3/9,8,Boissons,cola
35,25,Limonade,1/3/9,8,Boissons,limonade
36,26,Tonic,1/3/9,8,Boissons,tonic
37,31,Pocket enfant,1/3/10,8,Boissons,pocket enfant
38,41,Jus multivitaminés,1/3/7,8,Boissons,jus multivitamines
39,34,Boisson aux fruits,1/3/10,8,Boissons,boisson aux fruit
40,877,Surimi,275/278/361,5,Viandes & Poissons,surimi
41,35,Lait végétal,1/3/8,8,Boissons,lait vegetal
42,47,Smoothie,1/3/7,8,Boissons,smoothie
43,1,Boissons,,8,Boissons,boisson
44,52,Vin rouge,1/4/48,8,Boissons,vin rouge
45,53,Vin blanc,1/4/48,8,Boissons,vin blanc
46,55,Vin orange,1/4/48,8,Boissons,vin orange
47,59,Bière blonde,1/4/49,8,Boissons,biere blonde
48,60,Bière blanche,1/4/49,8,Boissons,biere blanche
49,61,Bière ambrée,1/4/49,8,Boissons,biere ambree
50,62,Bière brune,1/4/49,8,Boissons,biere brune
51,63,Bière d'Abbaye,1/4/49,8,Boissons,biere abbaye
52,64,Bière sans alcool,1/4/49,8,Boissons,biere sans alcool
53,65,Bière aromatisée,1/4/49,8,Boissons,biere aromatisee
54,67,Bière sans gluten,1/4/49,8,Boissons,biere sans gluten
55,69,Cidre de poire,1/4/50,8,Boissons,cidre poire
56,68,Cidre doux,1/4/50,8,Boissons,cidre doux
57,73,Cidre fruits rouges,1/4/50,8,Boissons,cidre fruit rouge
58,82,Cocktail sans alcool,1/4/51,8,Boissons,cocktail sans alcool
59,83,Pineau des Charentes,1/4/51,8,Boissons,pineau des charentes
60,79,Téquila,1/4/51,8,Boissons,tequila
61,56,Champagne,1/4/48,8,Boissons,champagne
62,30,Citronnade,1/3/10,8,Boissons,citronnade
63,81,Cocktail,1/4/51,8,Boissons,cocktail
64,80,Liqueur,1/4/51,8,Boissons,liqueur
65,84,Porto,1/4/51,8,Boissons,porto
66,66,Panaché,1/4/49,8,Boissons,panache
67,29,Sirop,1/3/10,8,Boissons,sirop
68,28,Thé glacé,1/3/10,8,Boissons,the glace
69,985,Salade de fruits,436/517,3,Frais,salade fruit
70,1025,Farine de sarrasin,436/538/535,7,Épicerie sucrée,farine sarrasin
71,127,Brocoli,2/85/88,1,Fruits & Légumes,brocoli
72,162,Herbes,280,6,Épicerie salée,herbe
73,128,Chou-fleur,2/85/88,1,Fruits & Légumes,chou fleur
74,126,Artichaut,2/85/88,1,Fruits & Légumes,artichaut
75,129,Chou romanesco,2/85/88,1,Fruits & Légumes,chou romanesco
76,131,Aubergine,2/85/90,1,Fruits & Légumes,aubergine
77,173,Pois gourmand,437/93,6,Épicerie salée,pois gourmand
78,94,Algues,2/85,1,Fruits & Légumes,algue
79,137,Avocat,2/85/90,1,Fruits & Légumes,avocat
80,132,Concombre,2/85/90,1,Fruits & Légumes,concombre
81,133,Courge,2/85/90,1,Fruits & Légumes,courge
82,160,Butternut,2/85/90/133,1,Fruits & Légumes,butternut
83,168,Pâtisson,2/85/90/133,1,Fruits & Légumes,patisson
84,140,Potimarron,2/85/90/133,1,Fruits & Légumes,potimarron
85,139,Potiron,2/85/90/133,1,Fruits & Légumes,potiron
86,134,Courgette,2/85/90,1,Fruits & Légumes,courgette
87,158,Haricots verts,2/85/90,1,Fruits & Légumes,haricot vert
88,109,Chou rave,2/85/91,1,Fruits & Légumes,chou rave
89,181,Haricots beurre,2/85/90/158,1,Fruits & Légumes,haricot beurre
90,143,Maïs,2/85/90,1,Fruits & Légumes,mais
91,135,Poivron,2/85/90,1,Fruits & Légumes,poivron
92,136,Tomate,2/85/90,1,Fruits & Légumes,tomate
93,141,Tomate cerise,2/85/90/136,1,Fruits & Légumes,tomate cerise
94,144,Betterave,2/85/92,1,Fruits & Légumes,betterave
95,145,Carotte,2/85/92,1,Fruits & Légumes,carotte
96,122,Iceberg,2/85/89/114,1,Fruits & Légumes,iceberg
97,147,Crosne,2/85/92,1,Fruits & Légumes,crosne
98,125,Romaine,2/85/89/114,1,Fruits & Légumes,romaine
99,150,Igname,2/85/92,1,Fruits & Légumes,igname
100,148,Navet,2/85/92,1,Fruits & Légumes,navet
101,149,Panais,2/85/92,1,Fruits & Légumes,panais
102,142,Tomate coeur de boeuf,2/85/90/136,1,Fruits & Légumes,tomate coeur boeuf
103,156,Patate douce,2/85/92,1,Fruits & Légumes,patate douce
104,152,Radis,2/85/92,1,Fruits & Légumes,radis
105,154,Rutabaga,2/85/92,1,Fruits & Légumes,rutabaga
106,155,Salsifi,2/85/92,1,Fruits & Légumes,salsifi
107,163,Champignon de Paris,2/85/161,1,Fruits & Légumes,champignon pari
108,98,Asperge,2/85/91,1,Fruits & Légumes,asperge
109,101,Fenouil,2/85/91,1,Fruits & Légumes,fenouil
110,102,Poireau,2/85/91,1,Fruits & Légumes,poireau
111,284,Poivre,280/282,6,Épicerie salée,poivre
112,161,Champignons,2/85,1,Fruits & Légumes,champignon
113,165,Cèpes,2/85/161,1,Fruits & Légumes,cepe
114,164,Clou de girofle,2/85/161,1,Fruits & Légumes,clou girofle
115,167,Morilles,2/85/161,1,Fruits & Légumes,morille
116,169,Truffes,2/85/161,1,Fruits & Légumes,truffe
117,95,Ail,2/85/87,1,Fruits & Légumes,ail
118,96,Échalote,2/85/87,1,Fruits & Légumes,echalote
119,97,Oignon,2/85/87,1,Fruits & Légumes,oignon
120,104,Chou,2/85/89,1,Fruits & Légumes,chou
121,105,Chou blanc,2/85/89,1,Fruits & Légumes,chou blanc
122,107,Chou de Bruxelles,2/85/89,1,Fruits & Légumes,chou bruxelles
123,151,Chou kale,2/85/89,1,Fruits & Légumes,chou kale
124,108,Chou pommé,2/85/89,1,Fruits & Légumes,chou pomme
125,110,Chou rouge,2/85/89,1,Fruits & Légumes,chou rouge
126,111,Chou vert,2/85/89,1,Fruits & Légumes,chou vert
127,112,Endive,2/85/89,1,Fruits & Légumes,endive
128,114,Salade,2/85/89,1,Fruits & Légumes,salade
129,123,Batavia,2/85/89/114,1,Fruits & Légumes,batavia
130,119,Feuille de chêne,2/85/89/114,1,Fruits & Légumes,feuille chene
131,118,Jeunes pousses,2/85/89/114,1,Fruits & Légumes,jeune pousse
132,117,Laitue,2/85/89/114,1,Fruits & Légumes,laitue
133,115,Mâche,2/85/89/114,1,Fruits & Légumes,mache
134,120,Mesclun,2/85/89/114,1,Fruits & Légumes,mesclun
135,116,Roquette,2/85/89/114,1,Fruits & Légumes,roquette
136,203,Fruits à coque,2/86,7,Épicerie sucrée,fruit coque
137,198,Fruits à noyau,2/86,2,Fruits & Légumes,fruit noyau
138,964,Ricotta,435/440/491,3,Frais,ricotta
139,247,Fruits rouges,2/86/200,2,Fruits & Légumes,fruit rouge
140,85,Légumes,2,1,Fruits & Légumes,legume
141,967,Konjac,280/162,6,Épicerie salée,konjac
142,253,Airelle,2/86/200,7,Épicerie sucrée,airelle
143,252,Baie de Goji,2/86/200,7,Épicerie sucrée,baie goji
144,244,Physalis,2/86/200,7,Épicerie sucrée,physalis
145,86,Fruits,2,2,Fruits & Légumes,fruit
146,968,Rooibos,1/831,7,Épicerie sucrée,rooibos
147,201,Agrumes,2/86,2,Fruits & Légumes,agrume
148,969,Spiruline,2/85/94,6,Épicerie salée,spiruline
149,960,Magret de canard,275/276/290/305,5,Viandes & Poissons,magret canard
150,962,Sauce bolognaise,439/727/812/805,6,Épicerie salée,sauce bolognaise
151,202,Fruits exotiques,2/86,2,Fruits & Légumes,fruit exotiques
152,220,Lime,2/86/201/219,2,Fruits & Légumes,lime
153,221,Citron vert,2/86/201/219,2,Fruits & Légumes,citron vert
154,222,Citron jaune,2/86/201/219,2,Fruits & Légumes,citron jaune
155,263,Amande,2/86/203,7,Épicerie sucrée,amande
156,224,Bergamote,2/86/201,2,Fruits & Légumes,bergamote
157,230,Orange sanguine,2/86/201,2,Fruits & Légumes,orange sanguine
158,242,Kiwi gold,2/86/202,2,Fruits & Légumes,kiwi gold
159,219,Citron,2/86/201,2,Fruits & Légumes,citron
160,963,Sauce barbecue,439/727/812/801,6,Épicerie salée,sauce barbecue
161,226,Mandarine,2/86/201,2,Fruits & Légumes,mandarine
162,227,Orange,2/86/201,2,Fruits & Légumes,orange
163,228,Pamplemousse,2/86/201,2,Fruits & Légumes,pamplemousse
164,229,Pomelo,2/86/201,2,Fruits & Légumes,pomelo
165,223,Yuzu,2/86/201,2,Fruits & Légumes,yuzu
166,259,Noix,2/86/203,7,Épicerie sucrée,noix
167,262,Noix de cajou,2/86/203,7,Épicerie sucrée,noix cajou
168,260,Noix de pécan,2/86/203,7,Épicerie sucrée,noix pecan
169,261,Pistache,2/86/203,7,Épicerie sucrée,pistache
170,204,Abricot,2/86/198,2,Fruits & Légumes,abricot
171,208,Brugnon,2/86/198,2,Fruits & Légumes,brugnon
172,205,Cerise,2/86/198,2,Fruits & Légumes,cerise
173,206,Datte,2/86/198,2,Fruits & Légumes,datte
174,209,Nectarine,2/86/198,2,Fruits & Légumes,nectarine
175,207,Pêche,2/86/198,2,Fruits & Légumes,peche
176,211,Mirabelle,2/86/198/210,2,Fruits & Légumes,mirabelle
177,212,Quetsche,2/86/198/210,2,Fruits & Légumes,quetsche
178,213,Reine-claude,2/86/198/210,2,Fruits & Légumes,reine claude
179,217,Coing,2/86/199,2,Fruits & Légumes,coing
180,218,Figue,2/86/199,2,Fruits & Légumes,figue
181,257,Melon,2/86/199,2,Fruits & Légumes,melon
182,258,Pastèque,2/86/199,2,Fruits & Légumes,pasteque
183,215,Poire,2/86/199,2,Fruits & Légumes,poire
184,214,Pomme,2/86/199,2,Fruits & Légumes,pomme
185,216,Raisin,2/86/199,2,Fruits & Légumes,raisin
186,231,Ananas,2/86/202,2,Fruits & Légumes,ananas
187,232,Banane,2/86/202,2,Fruits & Légumes,banane
188,243,Carambole,2/86/202,2,Fruits & Légumes,carambole
189,238,Goyave,2/86/202,2,Fruits & Légumes,goyave
190,240,Grenade,2/86/202,2,Fruits & Légumes,grenade
191,239,Kaki,2/86/202,2,Fruits & Légumes,kaki
192,241,Kiwi,2/86/202,2,Fruits & Légumes,kiwi
193,234,Litchi,2/86/202,2,Fruits & Légumes,litchi
194,233,Mangue,2/86/202,2,Fruits & Légumes,mangue
195,236,Noix de coco,2/86/202,2,Fruits & Légumes,noix coco
196,235,Papaye,2/86/202,2,Fruits & Légumes,papaye
197,250,Cassis,2/86/200,2,Fruits & Légumes,cassis
198,245,Fraise,2/86/200,2,Fruits & Légumes,fraise
199,249,Groseille,2/86/200,2,Fruits & Légumes,groseille
200,251,Mûre,2/86/200,2,Fruits & Légumes,mure
201,882,Ciboule,280/162,6,Épicerie salée,ciboule
202,248,Myrtille,2/86/200,2,Fruits & Légumes,myrtille
203,346,Rillettes du Mans,275/277/344,3,Frais,rillettes mans
204,279,Oeuf,275,3,Frais,oeuf
205,277,Charcuterie,275,3,Frais,charcuterie
206,275,Viandes & Poissons,,5,Viandes & Poissons,viande poisson
207,335,Charcuterie tranchée,275/277,3,Frais,charcuterie tranchee
208,318,"Lardons, dés, poitrine",275/277,3,Frais,lardons des poitrine
209,347,Rillettes de poulet,275/277/344,3,Frais,rillettes poulet
210,337,Mortadelle,275/277/335,3,Frais,mortadelle
211,328,Saucisse sèche,275/277/323,3,Frais,saucisse seche
212,333,Allumettes,275/277/318,3,Frais,allumette
213,320,Saucisses,275/277,3,Frais,saucisse
214,323,Saucissons,275/277,3,Frais,saucisson
215,276,Viande,275,5,Viandes & Poissons,viande
216,278,Poisson,275,5,Viandes & Poissons,poisson
217,321,Jambon blanc,275/277/317,3,Frais,jambon blanc
218,322,Jambon cru,275/277/317,3,Frais,jambon cru
219,327,Saucisson sec,275/277/323,3,Frais,saucisson sec
220,330,Saucisson de Lyon,275/277/323,3,Frais,saucisson lyon
221,332,Dés,275/277/318,3,Frais,
222,196,Ciboulette,280/162,6,Épicerie salée,ciboulette
223,341,Viande des grisons,275/277/335,3,Frais,viande des grison
224,268,Abricot sec,2/86/267,7,Épicerie sucrée,abricot sec
225,270,Raisin sec,2/86/267,7,Épicerie sucrée,raisin sec
226,271,Figue séchée,2/86/267,7,Épicerie sucrée,figue sechee
227,343,Jambon sec,275/277/317,3,Frais,jambon sec
228,192,Estragon,280/162,6,Épicerie salée,estragon
229,345,Rillettes de porc,275/277/344,3,Frais,rillettes porc
230,194,Laurier,280/162,6,Épicerie salée,laurier
231,339,Bresaola,275/277/335,3,Frais,bresaola
232,191,Menthe,280/162,6,Épicerie salée,menthe
233,190,Persil,280/162,6,Épicerie salée,persil
234,325,Chorizo,275/277/323,3,Frais,chorizo
235,282,Sel & Poivre,280,6,Épicerie salée,sel poivre
236,281,Épices,280,6,Épicerie salée,epice
237,338,Coppa,275/277/335,3,Frais,coppa
238,266,Cacahuète,437/93,6,Épicerie salée,cacahuete
239,285,Herbes de Provence,280/162,6,Épicerie salée,herbe provence
240,313,Knacks,275/277/320,3,Frais,knacks
241,340,Lomo,275/277/335,3,Frais,lomo
242,267,Fruits secs,2/86,7,Épicerie sucrée,fruit sec
243,290,Volaille,275/276,5,Viandes & Poissons,volaille
244,292,Viande hachée,275/276,5,Viandes & Poissons,viande hachee
245,293,Farce,275/276,5,Viandes & Poissons,farce
246,334,Poitrine,275/277/318,3,Frais,poitrine
247,283,Sel,280/282,6,Épicerie salée,sel
248,329,Rosette,275/277/323,3,Frais,rosette
249,295,Gibier,275/276,5,Viandes & Poissons,gibier
250,298,Grillade,275/276,5,Viandes & Poissons,grillade
251,299,Brochette,275/276,5,Viandes & Poissons,brochette
252,336,Bacon,275/277/335,3,Frais,bacon
253,300,Grillade,275/276/290,5,Viandes & Poissons,grillade
254,302,Brochette,275/276/290,5,Viandes & Poissons,brochette
255,306,Cailles,275/276/290,5,Viandes & Poissons,caille
256,312,Gésiers,275/276/290,5,Viandes & Poissons,gesier
257,289,Agneau,275/276,5,Viandes & Poissons,agneau
258,291,Porc,275/276,5,Viandes & Poissons,porc
259,288,Veau,275/276,5,Viandes & Poissons,veau
260,274,Marron,2/86/203,7,Épicerie sucrée,marron
261,265,Noisette,2/86/203,7,Épicerie sucrée,noisette
262,269,Pruneau,2/86/267,7,Épicerie sucrée,pruneau
263,303,Poulet,275/276/290,5,Viandes & Poissons,poulet
264,305,Canard,275/276/290,5,Viandes & Poissons,canard
265,304,Dinde,275/276/290,5,Viandes & Poissons,dinde
266,310,Lapin,275/276/290,5,Viandes & Poissons,lapin
267,297,Saucisses,275/276,5,Viandes & Poissons,saucisse
268,195,Aneth,280/162,6,Épicerie salée,aneth
269,193,Basilic,280/162,6,Épicerie salée,basilic
270,353,Pâté,275/277/344,3,Frais,pate
271,413,Salade de poulpes,275/278/361,5,Viandes & Poissons,salade poulpe
272,831,Boissons chaudes,1,7,Épicerie sucrée,boisson chaude
273,350,Mousse de foie,275/277/344,3,Frais,mousse foie
274,435,Produits laitiers,,3,Frais,produit laitier
275,439,Produits salés,,6,Épicerie salée,produit sales
276,436,Produits sucrés,,7,Épicerie sucrée,produit sucres
277,351,Fromage de tête,275/277/344,3,Frais,fromage tete
278,358,Dés de volaille,275/277/354,3,Frais,volaille
279,417,Foie de morue,275/278/360,6,Épicerie salée,foie morue
280,420,Autres poissons,275/278,4,Surgelés,autres poisson
281,356,Jambon de dinde,275/277/354,3,Frais,jambon dinde
282,360,Conserves de poissons,275/278,6,Épicerie salée,conserve poisson
283,432,Viandes surgelés,275/276,4,Surgelés,viande surgele
284,352,Terrine,275/277/344,3,Frais,terrine
285,434,Purée,2/85/433,4,Surgelés,puree
286,410,Soupe de poisson,275/278/361,5,Viandes & Poissons,soupe poisson
287,354,Volaille,275/277,3,Frais,volaille
288,363,Poisson pané,275/278/361,5,Viandes & Poissons,poisson pane
289,409,Terrine de poisson,275/278/361,5,Viandes & Poissons,terrine poisson
290,197,Coriandre,280/162,6,Épicerie salée,coriandre
291,362,Steaks de poisson,275/278/361,5,Viandes & Poissons,steak poisson
292,415,Sardines,275/278/360,6,Épicerie salée,sardine
293,418,Saumon,275/278/360,6,Épicerie salée,saumon
294,370,Moules,275/278/365,5,Viandes & Poissons,moule
295,369,Écrevisses,275/278/365,5,Viandes & Poissons,ecrevisse
296,359,Poissons frais,275/278,5,Viandes & Poissons,poisson frai
297,377,Saumon,275/278/359,5,Viandes & Poissons,saumon
298,373,Anchois,275/278/365,5,Viandes & Poissons,anchois
299,374,Langoustines,275/278/365,5,Viandes & Poissons,langoustine
300,427,Coquilles Saint-Jacques,275/278/420,4,Surgelés,coquille saint jacques
301,384,Thon,275/278/359,5,Viandes & Poissons,thon
302,376,Tourteau,275/278/365,5,Viandes & Poissons,tourteau
303,398,Maquereaux,275/278/359,5,Viandes & Poissons,maquereau
304,387,Hareng,275/278/359,5,Viandes & Poissons,hareng
305,380,Truite fumée,275/278/364,5,Viandes & Poissons,truite fumee
306,385,Limande,275/278/359,5,Viandes & Poissons,limande
307,386,Saumonette,275/278/359,5,Viandes & Poissons,saumonette
308,388,Lieu jaune,275/278/359,5,Viandes & Poissons,lieu jaune
309,397,Tacaud,275/278/359,5,Viandes & Poissons,tacaud
310,399,Espadon,275/278/359,5,Viandes & Poissons,espadon
311,402,Bigorneau,275/278/365,5,Viandes & Poissons,bigorneau
312,404,Encornet,275/278/359,5,Viandes & Poissons,encornet
313,407,Brandade de morue,275/278/361,5,Viandes & Poissons,brandade morue
314,408,Accras de morue,275/278/361,5,Viandes & Poissons,accras morue
315,424,Chipirons,275/278/420,4,Surgelés,chipirons
316,414,Thon,275/278/360,6,Épicerie salée,thon
317,378,Cabillaud,275/278/359,5,Viandes & Poissons,cabillaud
318,421,Calamars à la romaine,275/278/420,4,Surgelés,calamar romaine
319,430,Cuisses de grenouilles,275/278/420,4,Surgelés,cuisse grenouille
320,431,Boulettes,275/276,5,Viandes & Poissons,boulette
321,375,Crabe,275/278/365,5,Viandes & Poissons,crabe
322,366,Crevettes,275/278/365,5,Viandes & Poissons,crevette
323,392,Dorade,275/278/359,5,Viandes & Poissons,dorade
324,395,Eglefin,275/278/359,5,Viandes & Poissons,eglefin
325,367,Gambas,275/278/365,5,Viandes & Poissons,gambas
326,389,Haddock,275/278/359,5,Viandes & Poissons,haddock
327,382,Lieu noir,275/278/359,5,Viandes & Poissons,lieu noir
328,400,Merlu,275/278/359,5,Viandes & Poissons,merlu
329,390,Morue,275/278/359,5,Viandes & Poissons,morue
330,371,Noix de Saint-Jacques,275/278/365,5,Viandes & Poissons,noix saint jacques
331,403,Poulpe,275/278/359,5,Viandes & Poissons,poulpe
332,396,Rouget,275/278/359,5,Viandes & Poissons,rouget
333,381,Truite,275/278/359,5,Viandes & Poissons,truite
334,411,Rillettes de poisson,275/278/360,6,Épicerie salée,rillettes poisson
335,379,Saumon fumé,275/278/364,5,Viandes & Poissons,saumon fume
336,491,Fromage à pâte filée,435/440,3,Frais,fromage pate filee
337,519,Glaces,436,4,Surgelés,glace
338,15,Lait de chèvre,435/6,3,Frais,lait chevre
339,317,Jambon,275/277,3,Frais,jambon
340,506,Compotes,2/86,7,Épicerie sucrée,compote
341,458,Poêlée de légumes,2/85/433,4,Surgelés,poelee legume
342,446,Allumettes,2/85/433,4,Surgelés,allumette
343,452,Julienne de légumes,2/85/433,4,Surgelés,julienne legume
344,505,Crèmes,435,3,Frais,creme
345,499,Beurres,435,3,Frais,beurre
346,481,Fromage à pâte molle,435/440,3,Frais,fromage pate molle
347,6,Laits,435,3,Frais,lait
348,521,Confiseries,436,7,Épicerie sucrée,confiserie
349,513,Yaourt brassé,435/507,3,Frais,yaourt brasse
